Ntows,s,iter
2629,90.0,150.0
2630,93.0,150.0
2631,87.0,150.0
2632,97.0,150.0
2633,94.0,150.0
2634,84.0,150.0
2635,90.0,150.0
2636,87.0,150.0
2637,100.0,150.0
2638,88.0,150.0
2639,93.0,150.0
2640,80.0,150.0
2641,99.0,150.0
2642,87.0,150.0
2643,74.0,150.0
2644,89.0,150.0
2645,90.0,150.0
2646,83.0,150.0
2647,99.0,150.0
2648,82.0,150.0
2649,90.0,150.0
2650,94.0,150.0
2651,99.0,150.0
2652,88.0,150.0
2653,96.0,150.0
2654,87.0,150.0
2655,91.0,150.0
2656,97.0,150.0
2657,87.0,150.0
2658,91.0,150.0
2659,94.0,150.0
2660,100.0,150.0
2661,86.0,150.0
2662,91.0,150.0
2663,92.0,150.0
2664,90.0,150.0
2665,90.0,150.0
2666,87.0,150.0
2667,101.0,150.0
2668,91.0,150.0
2669,85.0,150.0
2670,101.0,150.0
2671,82.0,150.0
2672,89.0,150.0
2673,87.0,150.0
2674,103.0,150.0
2675,95.0,150.0
2676,91.0,150.0
2677,90.0,150.0
2678,101.0,150.0
2679,92.0,150.0
2680,97.0,150.0
2681,82.0,150.0
2682,90.0,150.0
2683,90.0,150.0
2684,101.0,150.0
2685,92.0,150.0
2686,90.0,150.0
2687,88.0,150.0
2688,88.0,150.0
2689,100.0,150.0
2690,94.0,150.0
2691,93.0,150.0
2692,99.0,150.0
2693,90.0,150.0
2694,89.0,150.0
2695,86.0,150.0
2696,104.0,150.0
2697,90.0,150.0
2698,92.0,150.0
2699,101.0,150.0
2700,100.0,150.0
2701,96.0,150.0
2702,86.0,150.0
2703,101.0,150.0
2704,92.0,150.0
2705,91.0,150.0
2706,100.0,150.0
2707,97.0,150.0
2708,93.0,150.0
2709,91.0,150.0
2710,93.0,150.0
2711,94.0,150.0
2712,102.0,150.0
2713,95.0,150.0
2714,95.0,150.0
2715,92.0,150.0
2716,79.0,150.0
2717,84.0,150.0
2718,91.0,150.0
2719,92.0,150.0
2720,98.0,150.0
2721,94.0,150.0
2722,99.0,150.0
2723,94.0,150.0
2724,102.0,150.0
2725,105.0,150.0
2726,87.0,150.0
2727,100.0,150.0
2728,90.0,150.0
2729,102.0,150.0
2730,98.0,150.0
2731,106.0,150.0
2732,103.0,150.0
2733,102.0,150.0
2734,98.0,150.0
2735,90.0,150.0
2736,100.0,150.0
2737,106.0,150.0
2738,99.0,150.0
2739,96.0,150.0
2740,103.0,150.0
2741,91.0,150.0
2742,95.0,150.0
2743,89.0,150.0
2744,95.0,150.0
2745,99.0,150.0
2746,97.0,150.0
2747,102.0,150.0
2748,101.0,150.0
2749,100.0,150.0
2750,95.0,150.0
2751,95.0,150.0
2752,92.0,150.0
2753,109.0,150.0
2754,106.0,150.0
2755,102.0,150.0
2756,96.0,150.0
2757,93.0,150.0
2758,98.0,150.0
2759,106.0,150.0
2760,103.0,150.0
2761,100.0,150.0
2762,88.0,150.0
2763,102.0,150.0
2764,102.0,150.0
2765,101.0,150.0
2766,101.0,150.0
2767,106.0,150.0
2768,98.0,150.0
2769,97.0,150.0
2770,102.0,150.0
2771,96.0,150.0
2772,114.0,150.0
2773,107.0,150.0
2774,109.0,150.0
2775,110.0,150.0
2776,98.0,150.0
2777,112.0,150.0
2778,99.0,150.0
2779,100.0,150.0
2780,95.0,150.0
2781,111.0,150.0
2782,102.0,150.0
2783,106.0,150.0
2784,104.0,150.0
2785,109.0,150.0
2786,98.0,150.0
2787,109.0,150.0
2788,106.0,150.0
2789,101.0,150.0
2790,107.0,150.0
2791,96.0,150.0
2792,117.0,150.0
2793,106.0,150.0
2794,97.0,150.0
2795,105.0,150.0
2796,100.0,150.0
2797,109.0,150.0
2798,103.0,150.0
2799,106.0,150.0
2800,104.0,150.0
2801,103.0,150.0
2802,107.0,150.0
2803,106.0,150.0
2804,104.0,150.0
2805,108.0,150.0
2806,103.0,150.0
2807,106.0,150.0
2808,111.0,150.0
2809,101.0,150.0
2810,93.0,150.0
2811,105.0,150.0
2812,100.0,150.0
2813,94.0,150.0
2814,104.0,150.0
2815,103.0,150.0
2816,109.0,150.0
2817,104.0,150.0
2818,100.0,150.0
2819,100.0,150.0
2820,104.0,150.0
2821,112.0,150.0
2822,108.0,150.0
2823,99.0,150.0
2824,111.0,150.0
2825,118.0,150.0
2826,110.0,150.0
2827,109.0,150.0
2828,101.0,150.0
2829,107.0,150.0
2830,107.0,150.0
2831,108.0,150.0
2832,107.0,150.0
2833,97.0,150.0
2834,106.0,150.0
2835,103.0,150.0
2836,105.0,150.0
2837,108.0,150.0
2838,101.0,150.0
2839,100.0,150.0
2840,102.0,150.0
2841,104.0,150.0
2842,106.0,150.0
2843,113.0,150.0
2844,104.0,150.0
2845,109.0,150.0
2846,109.0,150.0
2847,113.0,150.0
2848,107.0,150.0
2849,109.0,150.0
2850,106.0,150.0
2851,109.0,150.0
2852,113.0,150.0
2853,106.0,150.0
2854,104.0,150.0
2855,104.0,150.0
2856,110.0,150.0
2857,106.0,150.0
2858,107.0,150.0
2859,108.0,150.0
2860,111.0,150.0
2861,108.0,150.0
2862,115.0,150.0
2863,112.0,150.0
2864,117.0,150.0
2865,102.0,150.0
2866,113.0,150.0
2867,107.0,150.0
2868,107.0,150.0
2869,111.0,150.0
2870,121.0,150.0
2871,113.0,150.0
2872,105.0,150.0
2873,107.0,150.0
2874,113.0,150.0
2875,120.0,150.0
2876,109.0,150.0
2877,103.0,150.0
2878,110.0,150.0
2879,114.0,150.0
2880,109.0,150.0
2881,117.0,150.0
2882,100.0,150.0
2883,124.0,150.0
2884,108.0,150.0
2885,110.0,150.0
2886,118.0,150.0
2887,111.0,150.0
2888,112.0,150.0
2889,112.0,150.0
2890,107.0,150.0
2891,99.0,150.0
2892,111.0,150.0
2893,108.0,150.0
2894,113.0,150.0
2895,119.0,150.0
2896,108.0,150.0
2897,109.0,150.0
2898,113.0,150.0
2899,113.0,150.0
2900,106.0,150.0
2901,115.0,150.0
2902,111.0,150.0
2903,111.0,150.0
2904,112.0,150.0
2905,118.0,150.0
2906,115.0,150.0
2907,111.0,150.0
2908,108.0,150.0
2909,121.0,150.0
2910,108.0,150.0
2911,115.0,150.0
2912,114.0,150.0
2913,124.0,150.0
2914,113.0,150.0
2915,113.0,150.0
2916,114.0,150.0
2917,115.0,150.0
2918,112.0,150.0
2919,115.0,150.0
2920,121.0,150.0
2921,114.0,150.0
2922,122.0,150.0
2923,114.0,150.0
2924,111.0,150.0
2925,116.0,150.0
2926,120.0,150.0
2927,113.0,150.0
2928,115.0,150.0
2929,114.0,150.0
2930,118.0,150.0
2931,119.0,150.0
2932,116.0,150.0
2933,112.0,150.0
2934,114.0,150.0
2935,111.0,150.0
2936,103.0,150.0
2937,113.0,150.0
2938,112.0,150.0
2939,117.0,150.0
2940,110.0,150.0
2941,119.0,150.0
2942,116.0,150.0
2943,114.0,150.0
2944,109.0,150.0
2945,123.0,150.0
2946,124.0,150.0
2947,115.0,150.0
2948,112.0,150.0
2949,112.0,150.0
2950,119.0,150.0
2951,119.0,150.0
2952,119.0,150.0
2953,116.0,150.0
2954,112.0,150.0
2955,110.0,150.0
2956,118.0,150.0
2957,122.0,150.0
2958,111.0,150.0
2959,106.0,150.0
2960,118.0,150.0
2961,117.0,150.0
2962,115.0,150.0
2963,113.0,150.0
2964,103.0,150.0
2965,115.0,150.0
2966,107.0,150.0
2967,116.0,150.0
2968,113.0,150.0
2969,115.0,150.0
2970,112.0,150.0
2971,111.0,150.0
2972,116.0,150.0
2973,121.0,150.0
2974,112.0,150.0
2975,121.0,150.0
2976,124.0,150.0
2977,118.0,150.0
2978,119.0,150.0
2979,113.0,150.0
2980,122.0,150.0
2981,119.0,150.0
2982,126.0,150.0
2983,121.0,150.0
2984,111.0,150.0
2985,123.0,150.0
2986,117.0,150.0
2987,118.0,150.0
2988,126.0,150.0
2989,119.0,150.0
2990,113.0,150.0
2991,121.0,150.0
2992,115.0,150.0
2993,102.0,150.0
2994,112.0,150.0
2995,116.0,150.0
2996,119.0,150.0
2997,115.0,150.0
2998,113.0,150.0
2999,118.0,150.0
3000,121.0,150.0
3001,114.0,150.0
3002,116.0,150.0
3003,119.0,150.0
3004,118.0,150.0
3005,124.0,150.0
3006,123.0,150.0
3007,123.0,150.0
3008,117.0,150.0
3009,123.0,150.0
3010,122.0,150.0
3011,122.0,150.0
3012,119.0,150.0
3013,128.0,150.0
3014,115.0,150.0
3015,120.0,150.0
3016,115.0,150.0
3017,120.0,150.0
3018,112.0,150.0
3019,120.0,150.0
3020,116.0,150.0
3021,111.0,150.0
3022,122.0,150.0
3023,120.0,150.0
3024,120.0,150.0
3025,114.0,150.0
3026,115.0,150.0
3027,123.0,150.0
3028,119.0,150.0
3029,120.0,150.0
3030,129.0,150.0
3031,114.0,150.0
3032,130.0,150.0
3033,124.0,150.0
3034,113.0,150.0
3035,114.0,150.0
3036,111.0,150.0
3037,124.0,150.0
3038,113.0,150.0
3039,123.0,150.0
3040,128.0,150.0
3041,119.0,150.0
3042,129.0,150.0
3043,120.0,150.0
3044,110.0,150.0
3045,119.0,150.0
3046,115.0,150.0
3047,125.0,150.0
3048,124.0,150.0
3049,125.0,150.0
3050,129.0,150.0
3051,124.0,150.0
3052,113.0,150.0
3053,122.0,150.0
3054,123.0,150.0
3055,124.0,150.0
3056,122.0,150.0
3057,124.0,150.0
3058,123.0,150.0
3059,126.0,150.0
3060,125.0,150.0
3061,122.0,150.0
3062,123.0,150.0
3063,126.0,150.0
3064,123.0,150.0
3065,122.0,150.0
3066,129.0,150.0
3067,118.0,150.0
3068,122.0,150.0
3069,115.0,150.0
3070,129.0,150.0
3071,119.0,150.0
3072,130.0,150.0
3073,125.0,150.0
3074,112.0,150.0
3075,119.0,150.0
3076,127.0,150.0
3077,123.0,150.0
3078,125.0,150.0
3079,124.0,150.0
3080,122.0,150.0
3081,119.0,150.0
3082,128.0,150.0
3083,126.0,150.0
3084,135.0,150.0
3085,125.0,150.0
3086,123.0,150.0
3087,125.0,150.0
3088,122.0,150.0
3089,125.0,150.0
3090,128.0,150.0
3091,123.0,150.0
3092,116.0,150.0
3093,126.0,150.0
3094,121.0,150.0
3095,126.0,150.0
3096,130.0,150.0
3097,120.0,150.0
3098,126.0,150.0
3099,129.0,150.0
3100,119.0,150.0
3101,133.0,150.0
3102,128.0,150.0
3103,121.0,150.0
3104,116.0,150.0
3105,129.0,150.0
3106,129.0,150.0
3107,131.0,150.0
3108,126.0,150.0
3109,131.0,150.0
3110,126.0,150.0
3111,121.0,150.0
3112,127.0,150.0
3113,126.0,150.0
3114,121.0,150.0
3115,130.0,150.0
3116,123.0,150.0
3117,125.0,150.0
3118,127.0,150.0
3119,128.0,150.0
3120,132.0,150.0
3121,130.0,150.0
3122,125.0,150.0
3123,129.0,150.0
3124,118.0,150.0
3125,127.0,150.0
3126,135.0,150.0
3127,123.0,150.0
3128,125.0,150.0
3129,134.0,150.0
3130,135.0,150.0
3131,127.0,150.0
3132,138.0,150.0
3133,135.0,150.0
3134,134.0,150.0
3135,129.0,150.0
3136,121.0,150.0
3137,128.0,150.0
3138,122.0,150.0
3139,127.0,150.0
3140,127.0,150.0
3141,124.0,150.0
3142,135.0,150.0
3143,126.0,150.0
3144,126.0,150.0
3145,126.0,150.0
3146,127.0,150.0
3147,131.0,150.0
3148,124.0,150.0
3149,126.0,150.0
3150,131.0,150.0
3151,124.0,150.0
3152,117.0,150.0
3153,130.0,150.0
3154,127.0,150.0
3155,127.0,150.0
3156,129.0,150.0
3157,129.0,150.0
3158,133.0,150.0
3159,115.0,150.0
3160,131.0,150.0
3161,130.0,150.0
3162,124.0,150.0
3163,130.0,150.0
3164,132.0,150.0
3165,129.0,150.0
3166,137.0,150.0
3167,123.0,150.0
3168,131.0,150.0
3169,133.0,150.0
3170,130.0,150.0
3171,134.0,150.0
3172,127.0,150.0
3173,132.0,150.0
3174,135.0,150.0
3175,127.0,150.0
3176,125.0,150.0
3177,131.0,150.0
3178,130.0,150.0
3179,131.0,150.0
3180,124.0,150.0
3181,132.0,150.0
3182,132.0,150.0
3183,131.0,150.0
3184,131.0,150.0
3185,127.0,150.0
3186,130.0,150.0
3187,127.0,150.0
3188,126.0,150.0
3189,133.0,150.0
3190,132.0,150.0
3191,125.0,150.0
3192,129.0,150.0
3193,133.0,150.0
3194,137.0,150.0
3195,129.0,150.0
3196,132.0,150.0
3197,127.0,150.0
3198,131.0,150.0
3199,140.0,150.0
3200,135.0,150.0
3201,138.0,150.0
3202,128.0,150.0
3203,136.0,150.0
3204,133.0,150.0
3205,129.0,150.0
3206,134.0,150.0
3207,134.0,150.0
3208,133.0,150.0
3209,134.0,150.0
3210,132.0,150.0
3211,128.0,150.0
3212,129.0,150.0
3213,131.0,150.0
3214,132.0,150.0
3215,134.0,150.0
3216,125.0,150.0
3217,130.0,150.0
3218,125.0,150.0
3219,131.0,150.0
3220,135.0,150.0
3221,123.0,150.0
3222,128.0,150.0
3223,138.0,150.0
3224,127.0,150.0
3225,135.0,150.0
3226,136.0,150.0
3227,128.0,150.0
3228,127.0,150.0
3229,127.0,150.0
3230,128.0,150.0
3231,130.0,150.0
3232,128.0,150.0
3233,133.0,150.0
3234,131.0,150.0
3235,130.0,150.0
3236,136.0,150.0
3237,138.0,150.0
3238,133.0,150.0
3239,132.0,150.0
3240,138.0,150.0
3241,132.0,150.0
3242,136.0,150.0
3243,131.0,150.0
3244,133.0,150.0
3245,142.0,150.0
3246,136.0,150.0
3247,133.0,150.0
3248,133.0,150.0
3249,136.0,150.0
3250,128.0,150.0
3251,134.0,150.0
3252,141.0,150.0
3253,132.0,150.0
3254,130.0,150.0
3255,134.0,150.0
3256,138.0,150.0
3257,136.0,150.0
3258,131.0,150.0
3259,137.0,150.0
3260,139.0,150.0
3261,135.0,150.0
3262,129.0,150.0
3263,135.0,150.0
3264,136.0,150.0
3265,141.0,150.0
3266,139.0,150.0
3267,132.0,150.0
3268,131.0,150.0
3269,141.0,150.0
3270,134.0,150.0
3271,137.0,150.0
3272,138.0,150.0
3273,133.0,150.0
3274,143.0,150.0
3275,133.0,150.0
3276,133.0,150.0
3277,139.0,150.0
3278,136.0,150.0
3279,137.0,150.0
3280,137.0,150.0
3281,135.0,150.0
3282,127.0,150.0
3283,134.0,150.0
3284,137.0,150.0
3285,130.0,150.0
3286,139.0,150.0
3287,138.0,150.0
3288,140.0,150.0
3289,133.0,150.0
3290,142.0,150.0
3291,132.0,150.0
3292,135.0,150.0
3293,137.0,150.0
3294,134.0,150.0
3295,130.0,150.0
3296,137.0,150.0
3297,138.0,150.0
3298,138.0,150.0
3299,139.0,150.0
3300,130.0,150.0
3301,134.0,150.0
3302,134.0,150.0
3303,137.0,150.0
3304,135.0,150.0
3305,140.0,150.0
3306,135.0,150.0
3307,133.0,150.0
3308,137.0,150.0
3309,134.0,150.0
3310,140.0,150.0
3311,138.0,150.0
3312,131.0,150.0
3313,128.0,150.0
3314,130.0,150.0
3315,137.0,150.0
3316,136.0,150.0
3317,135.0,150.0
3318,131.0,150.0
3319,139.0,150.0
3320,139.0,150.0
3321,136.0,150.0
3322,133.0,150.0
3323,140.0,150.0
3324,132.0,150.0
3325,137.0,150.0
3326,139.0,150.0
3327,135.0,150.0
3328,138.0,150.0
3329,134.0,150.0
3330,134.0,150.0
3331,139.0,150.0
3332,137.0,150.0
3333,132.0,150.0
3334,128.0,150.0
3335,139.0,150.0
3336,145.0,150.0
3337,133.0,150.0
3338,141.0,150.0
3339,137.0,150.0
3340,131.0,150.0
3341,144.0,150.0
3342,135.0,150.0
3343,140.0,150.0
3344,138.0,150.0
3345,138.0,150.0
3346,139.0,150.0
3347,140.0,150.0
3348,137.0,150.0
3349,143.0,150.0
3350,137.0,150.0
3351,141.0,150.0
3352,137.0,150.0
3353,141.0,150.0
3354,137.0,150.0
3355,143.0,150.0
3356,137.0,150.0
3357,138.0,150.0
3358,140.0,150.0
3359,138.0,150.0
3360,135.0,150.0
3361,136.0,150.0
3362,141.0,150.0
3363,139.0,150.0
3364,137.0,150.0
3365,137.0,150.0
3366,136.0,150.0
3367,140.0,150.0
3368,136.0,150.0
3369,140.0,150.0
3370,141.0,150.0
3371,136.0,150.0
3372,138.0,150.0
3373,142.0,150.0
3374,130.0,150.0
3375,141.0,150.0
3376,144.0,150.0
3377,139.0,150.0
3378,137.0,150.0
3379,139.0,150.0
3380,133.0,150.0
3381,139.0,150.0
3382,139.0,150.0
3383,137.0,150.0
3384,136.0,150.0
3385,137.0,150.0
3386,136.0,150.0
3387,139.0,150.0
3388,139.0,150.0
3389,134.0,150.0
3390,140.0,150.0
3391,139.0,150.0
3392,142.0,150.0
3393,140.0,150.0
3394,139.0,150.0
3395,138.0,150.0
3396,132.0,150.0
3397,135.0,150.0
3398,146.0,150.0
3399,135.0,150.0
3400,142.0,150.0
3401,140.0,150.0
3402,137.0,150.0
3403,136.0,150.0
3404,136.0,150.0
3405,142.0,150.0
3406,139.0,150.0
3407,135.0,150.0
3408,141.0,150.0
3409,140.0,150.0
3410,141.0,150.0
3411,140.0,150.0
3412,138.0,150.0
3413,139.0,150.0
3414,139.0,150.0
3415,144.0,150.0
3416,141.0,150.0
3417,143.0,150.0
3418,143.0,150.0
3419,143.0,150.0
3420,139.0,150.0
3421,133.0,150.0
3422,135.0,150.0
3423,142.0,150.0
3424,142.0,150.0
3425,139.0,150.0
3426,138.0,150.0
3427,138.0,150.0
3428,144.0,150.0
3429,143.0,150.0
3430,138.0,150.0
3431,144.0,150.0
3432,145.0,150.0
3433,142.0,150.0
3434,133.0,150.0
3435,138.0,150.0
3436,135.0,150.0
3437,143.0,150.0
3438,144.0,150.0
3439,143.0,150.0
3440,142.0,150.0
3441,139.0,150.0
3442,142.0,150.0
3443,140.0,150.0
3444,146.0,150.0
3445,135.0,150.0
3446,143.0,150.0
3447,137.0,150.0
3448,144.0,150.0
3449,141.0,150.0
3450,142.0,150.0
3451,141.0,150.0
3452,144.0,150.0
3453,139.0,150.0
3454,141.0,150.0
3455,138.0,150.0
3456,144.0,150.0
3457,139.0,150.0
3458,143.0,150.0
3459,138.0,150.0
3460,142.0,150.0
3461,138.0,150.0
3462,137.0,150.0
3463,137.0,150.0
3464,138.0,150.0
3465,142.0,150.0
3466,142.0,150.0
3467,138.0,150.0
3468,144.0,150.0
3469,142.0,150.0
3470,140.0,150.0
3471,143.0,150.0
3472,138.0,150.0
3473,142.0,150.0
3474,139.0,150.0
3475,147.0,150.0
3476,147.0,150.0
3477,139.0,150.0
3478,144.0,150.0
3479,141.0,150.0
3480,141.0,150.0
3481,142.0,150.0
3482,138.0,150.0
3483,146.0,150.0
3484,142.0,150.0
3485,134.0,150.0
3486,142.0,150.0
3487,148.0,150.0
3488,144.0,150.0
3489,140.0,150.0
3490,146.0,150.0
3491,141.0,150.0
3492,147.0,150.0
3493,143.0,150.0
3494,140.0,150.0
3495,137.0,150.0
3496,140.0,150.0
3497,147.0,150.0
3498,145.0,150.0
3499,146.0,150.0
3500,134.0,150.0
3501,145.0,150.0
3502,142.0,150.0
3503,142.0,150.0
3504,144.0,150.0
3505,141.0,150.0
3506,137.0,150.0
3507,142.0,150.0
3508,140.0,150.0
3509,147.0,150.0
3510,145.0,150.0
3511,143.0,150.0
3512,138.0,150.0
3513,145.0,150.0
3514,140.0,150.0
3515,141.0,150.0
3516,143.0,150.0
3517,138.0,150.0
3518,140.0,150.0
3519,140.0,150.0
3520,146.0,150.0
3521,141.0,150.0
3522,144.0,150.0
3523,147.0,150.0
3524,146.0,150.0
3525,142.0,150.0
3526,143.0,150.0
3527,140.0,150.0
3528,145.0,150.0
3529,146.0,150.0
3530,142.0,150.0
3531,146.0,150.0
3532,140.0,150.0
3533,139.0,150.0
3534,137.0,150.0
3535,145.0,150.0
3536,139.0,150.0
3537,142.0,150.0
3538,146.0,150.0
3539,142.0,150.0
3540,142.0,150.0
3541,143.0,150.0
3542,147.0,150.0
3543,141.0,150.0
3544,138.0,150.0
3545,141.0,150.0
3546,146.0,150.0
3547,145.0,150.0
3548,145.0,150.0
3549,145.0,150.0
3550,148.0,150.0
3551,144.0,150.0
3552,138.0,150.0
3553,139.0,150.0
3554,142.0,150.0
3555,147.0,150.0
3556,142.0,150.0
3557,144.0,150.0
3558,143.0,150.0
3559,145.0,150.0
3560,147.0,150.0
3561,144.0,150.0
3562,142.0,150.0
3563,144.0,150.0
3564,142.0,150.0
3565,143.0,150.0
3566,142.0,150.0
3567,145.0,150.0
3568,142.0,150.0
3569,146.0,150.0
3570,147.0,150.0
3571,144.0,150.0
3572,143.0,150.0
3573,144.0,150.0
3574,141.0,150.0
3575,139.0,150.0
3576,144.0,150.0
3577,144.0,150.0
3578,143.0,150.0
3579,143.0,150.0
3580,143.0,150.0
3581,145.0,150.0
3582,144.0,150.0
3583,140.0,150.0
3584,144.0,150.0
3585,141.0,150.0
3586,142.0,150.0
3587,148.0,150.0
3588,145.0,150.0
3589,144.0,150.0
3590,141.0,150.0
3591,146.0,150.0
3592,145.0,150.0
3593,148.0,150.0
3594,143.0,150.0
3595,146.0,150.0
3596,143.0,150.0
3597,148.0,150.0
3598,144.0,150.0
3599,146.0,150.0
3600,148.0,150.0
3601,146.0,150.0
3602,145.0,150.0
3603,145.0,150.0
3604,144.0,150.0
3605,143.0,150.0
3606,144.0,150.0
3607,141.0,150.0
3608,143.0,150.0
3609,148.0,150.0
3610,144.0,150.0
3611,145.0,150.0
3612,143.0,150.0
3613,142.0,150.0
3614,141.0,150.0
3615,143.0,150.0
3616,143.0,150.0
3617,148.0,150.0
3618,142.0,150.0
3619,146.0,150.0
3620,140.0,150.0
3621,146.0,150.0
3622,145.0,150.0
3623,147.0,150.0
3624,145.0,150.0
3625,141.0,150.0
3626,145.0,150.0
3627,146.0,150.0
3628,146.0,150.0
3629,141.0,150.0
3630,148.0,150.0
3631,145.0,150.0
3632,145.0,150.0
3633,145.0,150.0
3634,146.0,150.0
3635,147.0,150.0
3636,145.0,150.0
3637,146.0,150.0
3638,141.0,150.0
3639,144.0,150.0
3640,139.0,150.0
3641,149.0,150.0
3642,146.0,150.0
3643,146.0,150.0
3644,142.0,150.0
3645,141.0,150.0
3646,141.0,150.0
3647,144.0,150.0
3648,147.0,150.0
3649,145.0,150.0
3650,145.0,150.0
3651,145.0,150.0
3652,147.0,150.0
3653,148.0,150.0
3654,144.0,150.0
3655,143.0,150.0
3656,142.0,150.0
3657,149.0,150.0
3658,147.0,150.0
3659,142.0,150.0
3660,143.0,150.0
3661,145.0,150.0
3662,145.0,150.0
3663,146.0,150.0
3664,146.0,150.0
3665,148.0,150.0
3666,143.0,150.0
3667,146.0,150.0
3668,150.0,150.0
3669,142.0,150.0
3670,145.0,150.0
3671,148.0,150.0
3672,147.0,150.0
3673,145.0,150.0
3674,144.0,150.0
3675,148.0,150.0
3676,149.0,150.0
3677,149.0,150.0
3678,145.0,150.0
3679,145.0,150.0
3680,145.0,150.0
3681,145.0,150.0
3682,146.0,150.0
3683,146.0,150.0
3684,145.0,150.0
3685,146.0,150.0
3686,149.0,150.0
3687,149.0,150.0
3688,146.0,150.0
3689,146.0,150.0
3690,145.0,150.0
3691,148.0,150.0
3692,146.0,150.0
3693,150.0,150.0
3694,148.0,150.0
3695,147.0,150.0
3696,146.0,150.0
3697,145.0,150.0
3698,147.0,150.0
3699,145.0,150.0
3700,146.0,150.0
3701,142.0,150.0
3702,148.0,150.0
3703,147.0,150.0
3704,145.0,150.0
3705,148.0,150.0
3706,145.0,150.0
3707,146.0,150.0
3708,147.0,150.0
3709,149.0,150.0
3710,146.0,150.0
3711,147.0,150.0
3712,144.0,150.0
3713,144.0,150.0
3714,150.0,150.0
3715,146.0,150.0
3716,146.0,150.0
3717,148.0,150.0
3718,149.0,150.0
3719,147.0,150.0
3720,142.0,150.0
3721,147.0,150.0
3722,146.0,150.0
3723,145.0,150.0
3724,148.0,150.0
3725,146.0,150.0
3726,144.0,150.0
3727,147.0,150.0
3728,149.0,150.0
3729,144.0,150.0
3730,148.0,150.0
3731,148.0,150.0
3732,149.0,150.0
3733,146.0,150.0
3734,146.0,150.0
3735,148.0,150.0
3736,146.0,150.0
3737,145.0,150.0
3738,146.0,150.0
3739,149.0,150.0
3740,144.0,150.0
3741,146.0,150.0
3742,143.0,150.0
3743,147.0,150.0
3744,148.0,150.0
3745,148.0,150.0
3746,149.0,150.0
3747,145.0,150.0
3748,149.0,150.0
3749,147.0,150.0
3750,150.0,150.0
3751,146.0,150.0
3752,148.0,150.0
3753,148.0,150.0
3754,148.0,150.0
3755,149.0,150.0
3756,149.0,150.0
3757,145.0,150.0
3758,147.0,150.0
3759,149.0,150.0
3760,148.0,150.0
3761,145.0,150.0
3762,149.0,150.0
3763,147.0,150.0
3764,146.0,150.0
3765,149.0,150.0
3766,148.0,150.0
3767,147.0,150.0
3768,149.0,150.0
3769,144.0,150.0
3770,146.0,150.0
3771,147.0,150.0
3772,147.0,150.0
3773,149.0,150.0
3774,144.0,150.0
3775,149.0,150.0
3776,147.0,150.0
3777,148.0,150.0
3778,149.0,150.0
3779,149.0,150.0
3780,147.0,150.0
3781,148.0,150.0
3782,148.0,150.0
3783,149.0,150.0
3784,148.0,150.0
3785,149.0,150.0
3786,148.0,150.0
3787,147.0,150.0
3788,150.0,150.0
3789,150.0,150.0
3790,146.0,150.0
3791,148.0,150.0
3792,147.0,150.0
3793,147.0,150.0
3794,147.0,150.0
3795,147.0,150.0
3796,147.0,150.0
3797,146.0,150.0
3798,147.0,150.0
3799,149.0,150.0
3800,150.0,150.0
3801,146.0,150.0
3802,150.0,150.0
3803,147.0,150.0
3804,147.0,150.0
3805,146.0,150.0
3806,148.0,150.0
3807,149.0,150.0
3808,148.0,150.0
3809,149.0,150.0
3810,149.0,150.0
3811,145.0,150.0
3812,147.0,150.0
3813,147.0,150.0
3814,150.0,150.0
3815,148.0,150.0
3816,149.0,150.0
3817,147.0,150.0
3818,149.0,150.0
3819,149.0,150.0
3820,147.0,150.0
3821,146.0,150.0
3822,148.0,150.0
3823,149.0,150.0
3824,148.0,150.0
3825,147.0,150.0
3826,145.0,150.0
3827,143.0,150.0
3828,150.0,150.0
3829,146.0,150.0
3830,146.0,150.0
3831,149.0,150.0
3832,150.0,150.0
3833,149.0,150.0
3834,145.0,150.0
3835,148.0,150.0
3836,147.0,150.0
3837,149.0,150.0
3838,147.0,150.0
3839,147.0,150.0
3840,144.0,150.0
3841,149.0,150.0
3842,147.0,150.0
3843,149.0,150.0
3844,149.0,150.0
3845,148.0,150.0
3846,145.0,150.0
3847,147.0,150.0
3848,148.0,150.0
3849,149.0,150.0
3850,149.0,150.0
3851,149.0,150.0
3852,146.0,150.0
3853,148.0,150.0
3854,149.0,150.0
3855,149.0,150.0
3856,147.0,150.0
3857,148.0,150.0
3858,148.0,150.0
3859,147.0,150.0
3860,147.0,150.0
3861,150.0,150.0
3862,149.0,150.0
3863,149.0,150.0
3864,147.0,150.0
3865,150.0,150.0
3866,147.0,150.0
3867,147.0,150.0
3868,149.0,150.0
3869,150.0,150.0
3870,148.0,150.0
3871,149.0,150.0
3872,146.0,150.0
3873,148.0,150.0
3874,149.0,150.0
3875,147.0,150.0
3876,148.0,150.0
3877,147.0,150.0
3878,149.0,150.0
3879,149.0,150.0
3880,146.0,150.0
3881,148.0,150.0
3882,149.0,150.0
3883,147.0,150.0
3884,148.0,150.0
3885,150.0,150.0
3886,146.0,150.0
3887,146.0,150.0
3888,147.0,150.0
3889,150.0,150.0
3890,150.0,150.0
3891,150.0,150.0
3892,148.0,150.0
3893,148.0,150.0
3894,147.0,150.0
3895,149.0,150.0
3896,150.0,150.0
3897,149.0,150.0
3898,145.0,150.0
3899,149.0,150.0
