Ntows,s,iter
1358,5.0,150.0
1359,5.0,150.0
1360,1.0,150.0
1361,4.0,150.0
1362,3.0,150.0
1363,5.0,150.0
1364,4.0,150.0
1365,7.0,150.0
1366,7.0,150.0
1367,4.0,150.0
1368,8.0,150.0
1369,6.0,150.0
1370,9.0,150.0
1371,5.0,150.0
1372,3.0,150.0
1373,5.0,150.0
1374,3.0,150.0
1375,11.0,150.0
1376,6.0,150.0
1377,15.0,150.0
1378,2.0,150.0
1379,6.0,150.0
1380,3.0,150.0
1381,4.0,150.0
1382,12.0,150.0
1383,6.0,150.0
1384,4.0,150.0
1385,4.0,150.0
1386,4.0,150.0
1387,5.0,150.0
1388,4.0,150.0
1389,7.0,150.0
1390,14.0,150.0
1391,2.0,150.0
1392,6.0,150.0
1393,5.0,150.0
1394,9.0,150.0
1395,5.0,150.0
1396,5.0,150.0
1397,9.0,150.0
1398,8.0,150.0
1399,4.0,150.0
1400,7.0,150.0
1401,12.0,150.0
1402,8.0,150.0
1403,10.0,150.0
1404,7.0,150.0
1405,4.0,150.0
1406,10.0,150.0
1407,6.0,150.0
1408,3.0,150.0
1409,7.0,150.0
1410,6.0,150.0
1411,4.0,150.0
1412,7.0,150.0
1413,6.0,150.0
1414,11.0,150.0
1415,4.0,150.0
1416,6.0,150.0
1417,9.0,150.0
1418,9.0,150.0
1419,6.0,150.0
1420,5.0,150.0
1421,5.0,150.0
1422,5.0,150.0
1423,5.0,150.0
1424,6.0,150.0
1425,5.0,150.0
1426,3.0,150.0
1427,9.0,150.0
1428,6.0,150.0
1429,2.0,150.0
1430,8.0,150.0
1431,5.0,150.0
1432,7.0,150.0
1433,6.0,150.0
1434,6.0,150.0
1435,9.0,150.0
1436,5.0,150.0
1437,8.0,150.0
1438,5.0,150.0
1439,7.0,150.0
1440,5.0,150.0
1441,8.0,150.0
1442,7.0,150.0
1443,6.0,150.0
1444,10.0,150.0
1445,7.0,150.0
1446,6.0,150.0
1447,5.0,150.0
1448,4.0,150.0
1449,6.0,150.0
1450,7.0,150.0
1451,11.0,150.0
1452,8.0,150.0
1453,7.0,150.0
1454,7.0,150.0
1455,4.0,150.0
1456,2.0,150.0
1457,5.0,150.0
1458,4.0,150.0
1459,11.0,150.0
1460,8.0,150.0
1461,14.0,150.0
1462,10.0,150.0
1463,11.0,150.0
1464,6.0,150.0
1465,14.0,150.0
1466,9.0,150.0
1467,12.0,150.0
1468,8.0,150.0
1469,4.0,150.0
1470,15.0,150.0
1471,8.0,150.0
1472,11.0,150.0
1473,7.0,150.0
1474,6.0,150.0
1475,9.0,150.0
1476,8.0,150.0
1477,14.0,150.0
1478,11.0,150.0
1479,7.0,150.0
1480,4.0,150.0
1481,3.0,150.0
1482,10.0,150.0
1483,5.0,150.0
1484,7.0,150.0
1485,7.0,150.0
1486,7.0,150.0
1487,10.0,150.0
1488,7.0,150.0
1489,10.0,150.0
1490,12.0,150.0
1491,8.0,150.0
1492,8.0,150.0
1493,8.0,150.0
1494,8.0,150.0
1495,5.0,150.0
1496,7.0,150.0
1497,7.0,150.0
1498,10.0,150.0
1499,11.0,150.0
1500,9.0,150.0
1501,6.0,150.0
1502,6.0,150.0
1503,12.0,150.0
1504,8.0,150.0
1505,8.0,150.0
1506,10.0,150.0
1507,5.0,150.0
1508,10.0,150.0
1509,8.0,150.0
1510,11.0,150.0
1511,12.0,150.0
1512,10.0,150.0
1513,6.0,150.0
1514,11.0,150.0
1515,9.0,150.0
1516,15.0,150.0
1517,15.0,150.0
1518,6.0,150.0
1519,12.0,150.0
1520,5.0,150.0
1521,6.0,150.0
1522,6.0,150.0
1523,4.0,150.0
1524,11.0,150.0
1525,13.0,150.0
1526,12.0,150.0
1527,4.0,150.0
1528,2.0,150.0
1529,9.0,150.0
1530,16.0,150.0
1531,13.0,150.0
1532,10.0,150.0
1533,9.0,150.0
1534,6.0,150.0
1535,7.0,150.0
1536,9.0,150.0
1537,4.0,150.0
1538,10.0,150.0
1539,8.0,150.0
1540,8.0,150.0
1541,9.0,150.0
1542,16.0,150.0
1543,10.0,150.0
1544,13.0,150.0
1545,5.0,150.0
1546,6.0,150.0
1547,9.0,150.0
1548,10.0,150.0
1549,12.0,150.0
1550,7.0,150.0
1551,6.0,150.0
1552,10.0,150.0
1553,12.0,150.0
1554,9.0,150.0
1555,8.0,150.0
1556,11.0,150.0
1557,3.0,150.0
1558,8.0,150.0
1559,11.0,150.0
1560,11.0,150.0
1561,9.0,150.0
1562,9.0,150.0
1563,9.0,150.0
1564,8.0,150.0
1565,14.0,150.0
1566,11.0,150.0
1567,7.0,150.0
1568,20.0,150.0
1569,4.0,150.0
1570,11.0,150.0
1571,10.0,150.0
1572,12.0,150.0
1573,16.0,150.0
1574,10.0,150.0
1575,16.0,150.0
1576,14.0,150.0
1577,13.0,150.0
1578,11.0,150.0
1579,8.0,150.0
1580,14.0,150.0
1581,7.0,150.0
1582,5.0,150.0
1583,14.0,150.0
1584,13.0,150.0
1585,9.0,150.0
1586,15.0,150.0
1587,13.0,150.0
1588,10.0,150.0
1589,12.0,150.0
1590,12.0,150.0
1591,16.0,150.0
1592,4.0,150.0
1593,7.0,150.0
1594,12.0,150.0
1595,12.0,150.0
1596,12.0,150.0
1597,11.0,150.0
1598,12.0,150.0
1599,9.0,150.0
1600,9.0,150.0
1601,16.0,150.0
1602,16.0,150.0
1603,19.0,150.0
1604,11.0,150.0
1605,10.0,150.0
1606,16.0,150.0
1607,13.0,150.0
1608,8.0,150.0
1609,12.0,150.0
1610,9.0,150.0
1611,6.0,150.0
1612,12.0,150.0
1613,13.0,150.0
1614,10.0,150.0
1615,15.0,150.0
1616,10.0,150.0
1617,16.0,150.0
1618,8.0,150.0
1619,13.0,150.0
1620,19.0,150.0
1621,13.0,150.0
1622,11.0,150.0
1623,9.0,150.0
1624,9.0,150.0
1625,8.0,150.0
1626,13.0,150.0
1627,8.0,150.0
1628,15.0,150.0
1629,10.0,150.0
1630,13.0,150.0
1631,14.0,150.0
1632,17.0,150.0
1633,7.0,150.0
1634,14.0,150.0
1635,9.0,150.0
1636,12.0,150.0
1637,13.0,150.0
1638,13.0,150.0
1639,14.0,150.0
1640,13.0,150.0
1641,11.0,150.0
1642,11.0,150.0
1643,14.0,150.0
1644,12.0,150.0
1645,11.0,150.0
1646,12.0,150.0
1647,16.0,150.0
1648,20.0,150.0
1649,9.0,150.0
1650,18.0,150.0
1651,10.0,150.0
1652,14.0,150.0
1653,14.0,150.0
1654,12.0,150.0
1655,9.0,150.0
1656,14.0,150.0
1657,17.0,150.0
1658,16.0,150.0
1659,14.0,150.0
1660,9.0,150.0
1661,13.0,150.0
1662,12.0,150.0
1663,18.0,150.0
1664,12.0,150.0
1665,14.0,150.0
1666,16.0,150.0
1667,19.0,150.0
1668,15.0,150.0
1669,14.0,150.0
1670,17.0,150.0
1671,11.0,150.0
1672,20.0,150.0
1673,12.0,150.0
1674,18.0,150.0
1675,9.0,150.0
1676,19.0,150.0
1677,19.0,150.0
1678,21.0,150.0
1679,18.0,150.0
1680,15.0,150.0
1681,14.0,150.0
1682,15.0,150.0
1683,18.0,150.0
1684,14.0,150.0
1685,15.0,150.0
1686,15.0,150.0
1687,14.0,150.0
1688,18.0,150.0
1689,18.0,150.0
1690,18.0,150.0
1691,16.0,150.0
1692,20.0,150.0
1693,17.0,150.0
1694,11.0,150.0
1695,14.0,150.0
1696,13.0,150.0
1697,11.0,150.0
1698,19.0,150.0
1699,22.0,150.0
1700,19.0,150.0
1701,15.0,150.0
1702,18.0,150.0
1703,18.0,150.0
1704,19.0,150.0
1705,14.0,150.0
1706,19.0,150.0
1707,13.0,150.0
1708,14.0,150.0
1709,17.0,150.0
1710,19.0,150.0
1711,10.0,150.0
1712,14.0,150.0
1713,15.0,150.0
1714,6.0,150.0
1715,25.0,150.0
1716,17.0,150.0
1717,8.0,150.0
1718,18.0,150.0
1719,20.0,150.0
1720,15.0,150.0
1721,18.0,150.0
1722,16.0,150.0
1723,18.0,150.0
1724,14.0,150.0
1725,15.0,150.0
1726,12.0,150.0
1727,17.0,150.0
1728,15.0,150.0
1729,18.0,150.0
1730,11.0,150.0
1731,19.0,150.0
1732,10.0,150.0
1733,14.0,150.0
1734,9.0,150.0
1735,18.0,150.0
1736,15.0,150.0
1737,8.0,150.0
1738,17.0,150.0
1739,28.0,150.0
1740,22.0,150.0
1741,22.0,150.0
1742,15.0,150.0
1743,18.0,150.0
1744,26.0,150.0
1745,16.0,150.0
1746,18.0,150.0
1747,13.0,150.0
1748,17.0,150.0
1749,12.0,150.0
1750,19.0,150.0
1751,23.0,150.0
1752,13.0,150.0
1753,9.0,150.0
1754,17.0,150.0
1755,20.0,150.0
1756,23.0,150.0
1757,19.0,150.0
1758,20.0,150.0
1759,21.0,150.0
1760,19.0,150.0
1761,16.0,150.0
1762,23.0,150.0
1763,19.0,150.0
1764,27.0,150.0
1765,14.0,150.0
1766,19.0,150.0
1767,23.0,150.0
1768,22.0,150.0
1769,19.0,150.0
1770,13.0,150.0
1771,17.0,150.0
1772,24.0,150.0
1773,18.0,150.0
1774,24.0,150.0
1775,12.0,150.0
1776,18.0,150.0
1777,19.0,150.0
1778,15.0,150.0
1779,19.0,150.0
1780,23.0,150.0
1781,20.0,150.0
1782,14.0,150.0
1783,17.0,150.0
1784,23.0,150.0
1785,25.0,150.0
1786,20.0,150.0
1787,16.0,150.0
1788,23.0,150.0
1789,24.0,150.0
1790,19.0,150.0
1791,21.0,150.0
1792,16.0,150.0
1793,16.0,150.0
1794,17.0,150.0
1795,20.0,150.0
1796,13.0,150.0
1797,24.0,150.0
1798,14.0,150.0
1799,19.0,150.0
1800,16.0,150.0
1801,22.0,150.0
1802,22.0,150.0
1803,18.0,150.0
1804,23.0,150.0
1805,17.0,150.0
1806,17.0,150.0
1807,25.0,150.0
1808,25.0,150.0
1809,19.0,150.0
1810,21.0,150.0
1811,11.0,150.0
1812,18.0,150.0
1813,20.0,150.0
1814,17.0,150.0
1815,21.0,150.0
1816,25.0,150.0
1817,23.0,150.0
1818,22.0,150.0
1819,24.0,150.0
1820,16.0,150.0
1821,17.0,150.0
1822,21.0,150.0
1823,20.0,150.0
1824,23.0,150.0
1825,14.0,150.0
1826,18.0,150.0
1827,29.0,150.0
1828,24.0,150.0
1829,19.0,150.0
1830,29.0,150.0
1831,17.0,150.0
1832,20.0,150.0
1833,23.0,150.0
1834,12.0,150.0
1835,24.0,150.0
1836,15.0,150.0
1837,18.0,150.0
1838,21.0,150.0
1839,19.0,150.0
1840,22.0,150.0
1841,24.0,150.0
1842,23.0,150.0
1843,21.0,150.0
1844,19.0,150.0
1845,27.0,150.0
1846,18.0,150.0
1847,24.0,150.0
1848,18.0,150.0
1849,12.0,150.0
1850,21.0,150.0
1851,30.0,150.0
1852,24.0,150.0
1853,24.0,150.0
1854,25.0,150.0
1855,29.0,150.0
1856,27.0,150.0
1857,20.0,150.0
1858,21.0,150.0
1859,23.0,150.0
1860,21.0,150.0
1861,23.0,150.0
1862,21.0,150.0
1863,24.0,150.0
1864,22.0,150.0
1865,29.0,150.0
1866,27.0,150.0
1867,26.0,150.0
1868,33.0,150.0
1869,28.0,150.0
1870,25.0,150.0
1871,22.0,150.0
1872,27.0,150.0
1873,29.0,150.0
1874,21.0,150.0
1875,21.0,150.0
1876,13.0,150.0
1877,29.0,150.0
1878,21.0,150.0
1879,21.0,150.0
1880,20.0,150.0
1881,23.0,150.0
1882,25.0,150.0
1883,23.0,150.0
1884,28.0,150.0
1885,27.0,150.0
1886,26.0,150.0
1887,23.0,150.0
1888,25.0,150.0
1889,14.0,150.0
1890,26.0,150.0
1891,26.0,150.0
1892,31.0,150.0
1893,25.0,150.0
1894,24.0,150.0
1895,36.0,150.0
1896,20.0,150.0
1897,18.0,150.0
1898,23.0,150.0
1899,23.0,150.0
1900,21.0,150.0
1901,15.0,150.0
1902,25.0,150.0
1903,23.0,150.0
1904,40.0,150.0
1905,35.0,150.0
1906,17.0,150.0
1907,28.0,150.0
1908,33.0,150.0
1909,24.0,150.0
1910,31.0,150.0
1911,23.0,150.0
1912,34.0,150.0
1913,18.0,150.0
1914,20.0,150.0
1915,24.0,150.0
1916,28.0,150.0
1917,33.0,150.0
1918,39.0,150.0
1919,25.0,150.0
1920,21.0,150.0
1921,26.0,150.0
1922,30.0,150.0
1923,28.0,150.0
1924,20.0,150.0
1925,24.0,150.0
1926,38.0,150.0
1927,32.0,150.0
1928,36.0,150.0
1929,32.0,150.0
1930,27.0,150.0
1931,31.0,150.0
1932,31.0,150.0
1933,20.0,150.0
1934,31.0,150.0
1935,29.0,150.0
1936,40.0,150.0
1937,25.0,150.0
1938,24.0,150.0
1939,18.0,150.0
1940,28.0,150.0
1941,23.0,150.0
1942,27.0,150.0
1943,30.0,150.0
1944,32.0,150.0
1945,25.0,150.0
1946,20.0,150.0
1947,34.0,150.0
1948,29.0,150.0
1949,27.0,150.0
1950,23.0,150.0
1951,31.0,150.0
1952,21.0,150.0
1953,36.0,150.0
1954,22.0,150.0
1955,23.0,150.0
1956,35.0,150.0
1957,34.0,150.0
1958,30.0,150.0
1959,31.0,150.0
1960,26.0,150.0
1961,26.0,150.0
1962,29.0,150.0
1963,31.0,150.0
1964,34.0,150.0
1965,30.0,150.0
1966,37.0,150.0
1967,30.0,150.0
1968,37.0,150.0
1969,21.0,150.0
1970,28.0,150.0
1971,33.0,150.0
1972,35.0,150.0
1973,33.0,150.0
1974,24.0,150.0
1975,34.0,150.0
1976,30.0,150.0
1977,33.0,150.0
1978,36.0,150.0
1979,24.0,150.0
1980,22.0,150.0
1981,26.0,150.0
1982,34.0,150.0
1983,27.0,150.0
1984,40.0,150.0
1985,34.0,150.0
1986,32.0,150.0
1987,25.0,150.0
1988,37.0,150.0
1989,24.0,150.0
1990,23.0,150.0
1991,20.0,150.0
1992,29.0,150.0
1993,35.0,150.0
1994,35.0,150.0
1995,33.0,150.0
1996,33.0,150.0
1997,33.0,150.0
1998,34.0,150.0
1999,25.0,150.0
2000,27.0,150.0
2001,42.0,150.0
2002,33.0,150.0
2003,30.0,150.0
2004,30.0,150.0
2005,26.0,150.0
2006,36.0,150.0
2007,29.0,150.0
2008,33.0,150.0
2009,32.0,150.0
2010,31.0,150.0
2011,29.0,150.0
2012,29.0,150.0
2013,30.0,150.0
2014,35.0,150.0
2015,43.0,150.0
2016,25.0,150.0
2017,43.0,150.0
2018,32.0,150.0
2019,27.0,150.0
2020,37.0,150.0
2021,34.0,150.0
2022,35.0,150.0
2023,22.0,150.0
2024,43.0,150.0
2025,32.0,150.0
2026,41.0,150.0
2027,32.0,150.0
2028,36.0,150.0
2029,38.0,150.0
2030,25.0,150.0
2031,34.0,150.0
2032,30.0,150.0
2033,38.0,150.0
2034,36.0,150.0
2035,34.0,150.0
2036,41.0,150.0
2037,33.0,150.0
2038,26.0,150.0
2039,29.0,150.0
2040,41.0,150.0
2041,39.0,150.0
2042,35.0,150.0
2043,44.0,150.0
2044,39.0,150.0
2045,32.0,150.0
2046,34.0,150.0
2047,42.0,150.0
2048,39.0,150.0
2049,30.0,150.0
2050,32.0,150.0
2051,36.0,150.0
2052,35.0,150.0
2053,39.0,150.0
2054,37.0,150.0
2055,37.0,150.0
2056,35.0,150.0
2057,41.0,150.0
2058,29.0,150.0
2059,36.0,150.0
2060,24.0,150.0
2061,43.0,150.0
2062,24.0,150.0
2063,35.0,150.0
2064,37.0,150.0
2065,36.0,150.0
2066,34.0,150.0
2067,41.0,150.0
2068,27.0,150.0
2069,38.0,150.0
2070,46.0,150.0
2071,34.0,150.0
2072,35.0,150.0
2073,39.0,150.0
2074,40.0,150.0
2075,46.0,150.0
2076,31.0,150.0
2077,41.0,150.0
2078,38.0,150.0
2079,39.0,150.0
2080,38.0,150.0
2081,38.0,150.0
2082,38.0,150.0
2083,42.0,150.0
2084,41.0,150.0
2085,31.0,150.0
2086,40.0,150.0
2087,41.0,150.0
2088,36.0,150.0
2089,32.0,150.0
2090,36.0,150.0
2091,41.0,150.0
2092,40.0,150.0
2093,37.0,150.0
2094,36.0,150.0
2095,43.0,150.0
2096,37.0,150.0
2097,38.0,150.0
2098,36.0,150.0
2099,41.0,150.0
2100,45.0,150.0
2101,38.0,150.0
2102,45.0,150.0
2103,39.0,150.0
2104,45.0,150.0
2105,40.0,150.0
2106,31.0,150.0
2107,40.0,150.0
2108,43.0,150.0
2109,46.0,150.0
2110,43.0,150.0
2111,45.0,150.0
2112,54.0,150.0
2113,37.0,150.0
2114,34.0,150.0
2115,42.0,150.0
2116,39.0,150.0
2117,46.0,150.0
2118,41.0,150.0
2119,37.0,150.0
2120,44.0,150.0
2121,39.0,150.0
2122,43.0,150.0
2123,58.0,150.0
2124,41.0,150.0
2125,43.0,150.0
2126,40.0,150.0
2127,36.0,150.0
2128,39.0,150.0
2129,39.0,150.0
2130,44.0,150.0
2131,37.0,150.0
2132,44.0,150.0
2133,32.0,150.0
2134,48.0,150.0
2135,31.0,150.0
2136,47.0,150.0
2137,43.0,150.0
2138,44.0,150.0
2139,44.0,150.0
2140,40.0,150.0
2141,38.0,150.0
2142,40.0,150.0
2143,40.0,150.0
2144,55.0,150.0
2145,54.0,150.0
2146,37.0,150.0
2147,47.0,150.0
2148,45.0,150.0
2149,50.0,150.0
2150,40.0,150.0
2151,40.0,150.0
2152,44.0,150.0
2153,48.0,150.0
2154,55.0,150.0
2155,42.0,150.0
2156,57.0,150.0
2157,54.0,150.0
2158,44.0,150.0
2159,42.0,150.0
2160,46.0,150.0
2161,40.0,150.0
2162,48.0,150.0
2163,41.0,150.0
2164,44.0,150.0
2165,43.0,150.0
2166,44.0,150.0
2167,48.0,150.0
2168,42.0,150.0
2169,47.0,150.0
2170,40.0,150.0
2171,45.0,150.0
2172,42.0,150.0
2173,45.0,150.0
2174,47.0,150.0
2175,53.0,150.0
2176,43.0,150.0
2177,46.0,150.0
2178,50.0,150.0
2179,45.0,150.0
2180,45.0,150.0
2181,44.0,150.0
2182,41.0,150.0
2183,42.0,150.0
2184,43.0,150.0
2185,56.0,150.0
2186,39.0,150.0
2187,49.0,150.0
2188,41.0,150.0
2189,51.0,150.0
2190,45.0,150.0
2191,50.0,150.0
2192,41.0,150.0
2193,43.0,150.0
2194,47.0,150.0
2195,50.0,150.0
2196,49.0,150.0
2197,53.0,150.0
2198,43.0,150.0
2199,57.0,150.0
2200,47.0,150.0
2201,50.0,150.0
2202,50.0,150.0
2203,50.0,150.0
2204,46.0,150.0
2205,50.0,150.0
2206,45.0,150.0
2207,38.0,150.0
2208,36.0,150.0
2209,58.0,150.0
2210,43.0,150.0
2211,46.0,150.0
2212,47.0,150.0
2213,53.0,150.0
2214,43.0,150.0
2215,35.0,150.0
2216,55.0,150.0
2217,42.0,150.0
2218,44.0,150.0
2219,59.0,150.0
2220,53.0,150.0
2221,46.0,150.0
2222,60.0,150.0
2223,47.0,150.0
2224,49.0,150.0
2225,42.0,150.0
2226,48.0,150.0
2227,50.0,150.0
2228,45.0,150.0
2229,50.0,150.0
2230,51.0,150.0
2231,54.0,150.0
2232,59.0,150.0
2233,51.0,150.0
2234,45.0,150.0
2235,40.0,150.0
2236,47.0,150.0
2237,47.0,150.0
2238,64.0,150.0
2239,58.0,150.0
2240,52.0,150.0
2241,60.0,150.0
2242,46.0,150.0
2243,49.0,150.0
2244,57.0,150.0
2245,47.0,150.0
2246,50.0,150.0
2247,46.0,150.0
2248,53.0,150.0
2249,47.0,150.0
2250,38.0,150.0
2251,50.0,150.0
2252,51.0,150.0
2253,53.0,150.0
2254,63.0,150.0
2255,53.0,150.0
2256,42.0,150.0
2257,52.0,150.0
2258,42.0,150.0
2259,39.0,150.0
2260,45.0,150.0
2261,52.0,150.0
2262,56.0,150.0
2263,52.0,150.0
2264,56.0,150.0
2265,56.0,150.0
2266,51.0,150.0
2267,51.0,150.0
2268,46.0,150.0
2269,43.0,150.0
2270,56.0,150.0
2271,59.0,150.0
2272,54.0,150.0
2273,53.0,150.0
2274,46.0,150.0
2275,48.0,150.0
2276,47.0,150.0
2277,61.0,150.0
2278,48.0,150.0
2279,56.0,150.0
2280,54.0,150.0
2281,55.0,150.0
2282,60.0,150.0
2283,58.0,150.0
2284,52.0,150.0
2285,46.0,150.0
2286,52.0,150.0
2287,54.0,150.0
2288,55.0,150.0
2289,59.0,150.0
2290,55.0,150.0
2291,63.0,150.0
2292,57.0,150.0
2293,57.0,150.0
2294,53.0,150.0
2295,60.0,150.0
2296,48.0,150.0
2297,44.0,150.0
2298,65.0,150.0
2299,63.0,150.0
2300,55.0,150.0
2301,65.0,150.0
2302,61.0,150.0
2303,63.0,150.0
2304,60.0,150.0
2305,47.0,150.0
2306,56.0,150.0
2307,51.0,150.0
2308,50.0,150.0
2309,65.0,150.0
2310,63.0,150.0
2311,54.0,150.0
2312,64.0,150.0
2313,62.0,150.0
2314,62.0,150.0
2315,55.0,150.0
2316,65.0,150.0
2317,64.0,150.0
2318,57.0,150.0
2319,52.0,150.0
2320,57.0,150.0
2321,51.0,150.0
2322,59.0,150.0
2323,63.0,150.0
2324,58.0,150.0
2325,53.0,150.0
2326,58.0,150.0
2327,66.0,150.0
2328,64.0,150.0
2329,66.0,150.0
2330,64.0,150.0
2331,58.0,150.0
2332,42.0,150.0
2333,66.0,150.0
2334,55.0,150.0
2335,55.0,150.0
2336,52.0,150.0
2337,58.0,150.0
2338,67.0,150.0
2339,60.0,150.0
2340,68.0,150.0
2341,50.0,150.0
2342,64.0,150.0
2343,57.0,150.0
2344,53.0,150.0
2345,61.0,150.0
2346,50.0,150.0
2347,57.0,150.0
2348,63.0,150.0
2349,59.0,150.0
2350,49.0,150.0
2351,51.0,150.0
2352,67.0,150.0
2353,59.0,150.0
2354,54.0,150.0
2355,68.0,150.0
2356,51.0,150.0
2357,49.0,150.0
2358,66.0,150.0
2359,68.0,150.0
2360,70.0,150.0
2361,60.0,150.0
2362,61.0,150.0
2363,64.0,150.0
2364,57.0,150.0
2365,68.0,150.0
2366,58.0,150.0
2367,71.0,150.0
2368,68.0,150.0
2369,58.0,150.0
2370,69.0,150.0
2371,54.0,150.0
2372,65.0,150.0
2373,66.0,150.0
2374,60.0,150.0
2375,66.0,150.0
2376,57.0,150.0
2377,72.0,150.0
2378,58.0,150.0
2379,61.0,150.0
2380,60.0,150.0
2381,63.0,150.0
2382,63.0,150.0
2383,70.0,150.0
2384,68.0,150.0
2385,71.0,150.0
2386,72.0,150.0
2387,66.0,150.0
2388,59.0,150.0
2389,72.0,150.0
2390,63.0,150.0
2391,62.0,150.0
2392,71.0,150.0
2393,61.0,150.0
2394,60.0,150.0
2395,81.0,150.0
2396,71.0,150.0
2397,64.0,150.0
2398,55.0,150.0
2399,59.0,150.0
2400,68.0,150.0
2401,56.0,150.0
2402,80.0,150.0
2403,67.0,150.0
2404,66.0,150.0
2405,70.0,150.0
2406,73.0,150.0
2407,67.0,150.0
2408,63.0,150.0
2409,68.0,150.0
2410,59.0,150.0
2411,70.0,150.0
2412,71.0,150.0
2413,74.0,150.0
2414,75.0,150.0
2415,61.0,150.0
2416,68.0,150.0
2417,62.0,150.0
2418,73.0,150.0
2419,66.0,150.0
2420,72.0,150.0
2421,72.0,150.0
2422,73.0,150.0
2423,61.0,150.0
2424,67.0,150.0
2425,71.0,150.0
2426,67.0,150.0
2427,63.0,150.0
2428,66.0,150.0
2429,65.0,150.0
2430,75.0,150.0
2431,67.0,150.0
2432,67.0,150.0
2433,72.0,150.0
2434,74.0,150.0
2435,62.0,150.0
2436,62.0,150.0
2437,69.0,150.0
2438,67.0,150.0
2439,71.0,150.0
2440,75.0,150.0
2441,65.0,150.0
2442,54.0,150.0
2443,72.0,150.0
2444,82.0,150.0
2445,73.0,150.0
2446,71.0,150.0
2447,64.0,150.0
2448,74.0,150.0
2449,69.0,150.0
2450,69.0,150.0
2451,64.0,150.0
2452,73.0,150.0
2453,74.0,150.0
2454,71.0,150.0
2455,76.0,150.0
2456,68.0,150.0
2457,76.0,150.0
2458,84.0,150.0
2459,68.0,150.0
2460,65.0,150.0
2461,68.0,150.0
2462,71.0,150.0
2463,75.0,150.0
2464,87.0,150.0
2465,76.0,150.0
2466,65.0,150.0
2467,74.0,150.0
2468,61.0,150.0
2469,71.0,150.0
2470,68.0,150.0
2471,77.0,150.0
2472,84.0,150.0
2473,73.0,150.0
2474,62.0,150.0
2475,76.0,150.0
2476,77.0,150.0
2477,83.0,150.0
2478,69.0,150.0
2479,66.0,150.0
2480,72.0,150.0
2481,75.0,150.0
2482,73.0,150.0
2483,66.0,150.0
2484,66.0,150.0
2485,68.0,150.0
2486,69.0,150.0
2487,64.0,150.0
2488,74.0,150.0
2489,73.0,150.0
2490,74.0,150.0
2491,74.0,150.0
2492,77.0,150.0
2493,78.0,150.0
2494,73.0,150.0
2495,80.0,150.0
2496,66.0,150.0
2497,70.0,150.0
2498,68.0,150.0
2499,69.0,150.0
2500,81.0,150.0
2501,72.0,150.0
2502,82.0,150.0
2503,69.0,150.0
2504,70.0,150.0
2505,79.0,150.0
2506,85.0,150.0
2507,63.0,150.0
2508,84.0,150.0
2509,74.0,150.0
2510,72.0,150.0
2511,69.0,150.0
2512,76.0,150.0
2513,70.0,150.0
2514,77.0,150.0
2515,76.0,150.0
2516,85.0,150.0
2517,78.0,150.0
2518,61.0,150.0
2519,76.0,150.0
2520,81.0,150.0
2521,71.0,150.0
2522,78.0,150.0
2523,72.0,150.0
2524,82.0,150.0
2525,73.0,150.0
2526,73.0,150.0
2527,78.0,150.0
2528,75.0,150.0
2529,76.0,150.0
2530,82.0,150.0
2531,71.0,150.0
2532,85.0,150.0
2533,74.0,150.0
2534,79.0,150.0
2535,69.0,150.0
2536,79.0,150.0
2537,73.0,150.0
2538,87.0,150.0
2539,82.0,150.0
2540,81.0,150.0
2541,91.0,150.0
2542,85.0,150.0
2543,88.0,150.0
2544,82.0,150.0
2545,73.0,150.0
2546,80.0,150.0
2547,82.0,150.0
2548,80.0,150.0
2549,77.0,150.0
2550,79.0,150.0
2551,83.0,150.0
2552,84.0,150.0
2553,80.0,150.0
2554,85.0,150.0
2555,89.0,150.0
2556,81.0,150.0
2557,84.0,150.0
2558,89.0,150.0
2559,82.0,150.0
2560,80.0,150.0
2561,76.0,150.0
2562,74.0,150.0
2563,84.0,150.0
2564,82.0,150.0
2565,76.0,150.0
2566,86.0,150.0
2567,84.0,150.0
2568,82.0,150.0
2569,90.0,150.0
2570,74.0,150.0
2571,85.0,150.0
2572,76.0,150.0
2573,76.0,150.0
2574,79.0,150.0
2575,79.0,150.0
2576,74.0,150.0
2577,78.0,150.0
2578,87.0,150.0
2579,85.0,150.0
2580,81.0,150.0
2581,93.0,150.0
2582,81.0,150.0
2583,90.0,150.0
2584,89.0,150.0
2585,70.0,150.0
2586,81.0,150.0
2587,82.0,150.0
2588,81.0,150.0
2589,81.0,150.0
2590,91.0,150.0
2591,90.0,150.0
2592,87.0,150.0
2593,95.0,150.0
2594,83.0,150.0
2595,87.0,150.0
2596,78.0,150.0
2597,76.0,150.0
2598,85.0,150.0
2599,93.0,150.0
2600,81.0,150.0
2601,84.0,150.0
2602,78.0,150.0
2603,91.0,150.0
2604,88.0,150.0
2605,89.0,150.0
2606,90.0,150.0
2607,87.0,150.0
2608,88.0,150.0
2609,85.0,150.0
2610,79.0,150.0
2611,84.0,150.0
2612,92.0,150.0
2613,83.0,150.0
2614,84.0,150.0
2615,82.0,150.0
2616,94.0,150.0
2617,93.0,150.0
2618,95.0,150.0
2619,92.0,150.0
2620,81.0,150.0
2621,90.0,150.0
2622,89.0,150.0
2623,82.0,150.0
2624,83.0,150.0
2625,97.0,150.0
2626,96.0,150.0
2627,96.0,150.0
2628,89.0,150.0
