ags1,ags2,ags3,ags4,ags5,ags6,ags7,ags8,ags9,ags10,ags11,ags12,ats1,ats2,ats3,ats4,ats5,ats6,ats7,ats8,ats9,ats10,ats11,ats12,ats13,ats14,ats15,ats16,ats17,ats18,ats19,ats20,ats21,ats22,ats23,ats24,ats25,ats26,ats27,ats28,ats29,ats30,ats31,ats32,ats33,ats34,ats35,ats36,ats37,ats38,ats39,ats40,ats41,ats42,ats43,ats44,ats45,ats46,ats47,ats48,ats49,ats50,ats51,ats52,ats53,ats54,ats55,ats56,ats57,ats58,ats59,ats60,ats61,ats62,ats63,ats64,ats65,ats66,ats67,ats68,ats69,ats70,ats71,ats72,ats73,ats74,ats75,ats76,ats77,mps1,mps2,mps3,mps4,mps5,mps6,mps7,mps8,mps9,mps10,mps11,mps12,mps13,mps14,mps15,mps16,mps17,mps18,mps19,mps20,mps21,mps22,mps23,mps24,mps25,mps26,mps27,mps28,mps29,mps30,mps31,mps32,mps33,mps34,mps35,mps36,mps37,mps38,mps39,mps40,mps41,mps42,mps43,mps44,mps45,asiq1,asiq2,asiq3,asiq4,asiq5,asiq6,asiq7,asiq8,asiq9,asiq10,asiq11,asiq12,asiq13,asiq14,asiq15,asiq16,asiq17,asiq18,asiq19,asiq20,asiq21,asiq22,asiq23,asiq24,asiq25,gender,ags_map,ags_mav,ags_pap,ags_pav,asiq_score,ats_fear,ats_frus,ats_sad,ats_disc,ats_actc,ats_attc,ats_inhc,ats_soci,ats_hip,ats_posa,ats_nps,ats_aps,ats_asso,ats_nega,ats_effc,ats_ext,ats_ori,mps_self,mps_oth,mps_spr,ags_mastery
5,6,6,7,7,6,6,6,7,7,6,6,5,3,6,4,6,7,7,5,2,3,2,6,7,6,6,4,6,6,4,6,6,2,4,5,2,3,5,5,3,6,4,5,6,1,6,7,4,6,7,2,6,5,5,7,2,5,6,5,3,5,1,5,1,5,1,1,3,5,1,2,5,1,5,7,1,6,3,7,6,5,6,6,6,2,6,2,7,3,6,6,6,2,2,5,7,2,6,6,5,1,2,1,5,4,6,5,1,1,3,2,5,2,5,2,1,1,1,2,4,1,1,5,5,5,6,2,2,1,5,5,1,5,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,18,18,19,20,9,4.571429,5.5,2.142857,4.5,4.571429,4.4,2.857143,4.4,6.285714,4.6,5.2,5.6,4.2,4.115385,3.894737,5.235294,5,45,71,38,36
5,4,7,7,6,5,5,4,7,4,4,4,5,3,4,4,6,7,5,5,6,5,5,5,6,5,6,2,5,6,1,7,5,1,3,5,7,4,6,1,7,2,5,1,6,6,NA,5,3,4,5,3,2,1,7,5,7,2,4,2,3,6,5,6,2,1,2,7,7,5,2,7,4,2,5,4,5,6,5,6,7,2,5,3,1,5,7,7,5,5,2,6,2,5,5,4,6,4,4,7,5,2,5,4,5,5,4,4,3,3,4,5,4,5,4,4,4,3,3,4,5,3,2,5,4,6,4,3,5,4,6,4,3,4,2,1,1,0,0,0,1,1,2,0,1,1,1,1,1,1,2,1,1,1,0,0,1,1,1,2,16,13,18,15,22,4.714286,4.666667,6.428571,2.333333,4.142857,NA,5.285714,3.2,3.571429,2.4,5.4,6.4,3.8,4.615385,NA,3.117647,5.2,69,58,61,29
4,2,6,7,4,5,5,7,7,7,7,4,6,6,7,6,7,7,6,6,6,4,7,5,4,7,7,6,5,1,3,6,2,3,1,4,7,1,3,7,5,6,5,1,2,7,2,7,4,2,1,1,6,1,7,7,5,3,4,3,7,3,5,2,2,1,2,5,1,5,4,6,2,4,6,7,7,1,6,7,1,6,4,5,7,5,5,7,7,3,7,7,2,2,5,4,7,4,3,7,6,5,5,5,5,7,5,5,5,1,2,5,7,6,7,7,5,7,1,1,6,4,3,7,6,7,4,4,6,4,7,4,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,13,11,20,21,3,4.714286,4.5,6.142857,3.333333,4.714286,3.6,5.142857,4.6,5.857143,6.6,2.8,1.6,4,4.730769,4.578947,5.705882,2.8,81,74,59,24
5,5,7,7,5,5,5,5,7,7,4,5,5,6,1,2,6,7,4,6,4,6,7,7,2,2,7,1,6,2,6,5,2,1,6,6,1,7,7,1,7,2,6,2,5,4,6,6,4,6,5,5,2,2,7,6,6,1,5,7,2,7,1,3,6,2,6,5,5,6,2,6,5,7,6,2,1,2,3,7,3,1,3,6,5,1,7,7,1,5,5,1,5,5,5,3,2,3,5,7,5,5,7,5,7,5,7,6,5,3,3,5,5,3,2,3,3,5,3,5,7,5,5,5,5,6,6,3,6,3,7,5,3,6,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,15,15,18,19,8,4.714286,6.333333,3.714286,2.666667,6.142857,6.2,6.571429,3.2,3.714286,1.2,3.8,2.8,4.2,4.346154,6.315789,2.823529,3.6,77,67,66,30
5,6,6,6,7,6,6,4,5,4,5,7,3,3,4,5,6,2,6,6,4,5,6,2,7,5,4,3,6,4,5,4,3,1,5,7,6,4,2,4,3,7,5,3,3,3,5,4,4,2,6,3,6,3,2,7,5,6,4,3,5,3,2,4,5,2,3,2,5,5,2,3,5,6,4,6,4,6,6,5,6,4,6,5,4,5,5,4,4,6,5,2,4,4,5,3,6,4,5,6,6,4,7,5,6,6,6,3,6,2,5,6,4,4,7,7,6,3,3,3,5,4,2,5,5,2,3,4,6,3,5,6,2,5,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,3,1,0,1,0,0,0,0,1,18,19,16,14,13,3.285714,3.833333,4,3.166667,3.857143,4,4,5.2,5.571429,4,4.2,5.6,6,3.576923,3.947368,5,5.266667,82,68,56,37
4,4,4,4,4,4,4,4,4,4,4,4,2,7,7,3,3,3,7,2,2,7,6,5,7,2,5,3,3,7,2,6,6,5,7,7,6,3,5,5,2,3,5,2,3,6,3,5,3,3,6,5,7,1,3,6,7,3,6,3,5,5,7,7,1,2,6,6,6,2,1,6,2,7,3,6,5,7,2,6,6,3,5,6,2,7,1,5,6,7,6,4,5,4,6,4,7,3,6,7,5,4,6,6,7,7,7,6,5,1,6,6,6,4,6,5,5,4,2,3,5,2,6,2,7,2,3,2,7,4,6,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,12,12,12,0,4,3.166667,5.428571,2.333333,5.285714,3.6,3.857143,2.4,5.285714,4.6,5.6,6.6,6.8,3.807692,4.315789,4.235294,6.333333,91,78,50,24
5,1,3,5,7,1,5,2,3,2,3,2,5,5,7,3,6,2,7,6,5,1,3,5,2,7,6,4,3,2,6,5,4,2,7,5,2,3,3,7,3,2,3,6,6,6,7,5,7,3,4,4,5,3,4,2,3,7,4,4,6,5,3,4,3,3,5,1,2,4,1,3,3,4,3,3,3,5,6,1,2,7,3,4,5,2,3,5,7,4,5,3,4,6,3,2,5,1,5,6,3,4,5,4,6,5,5,5,3,3,5,5,6,5,3,3,3,3,3,4,5,5,3,3,7,5,1,3,6,4,5,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,4,9,9,0,3.142857,3.166667,3.571429,3.5,4.714286,5,3.428571,6.6,4.714286,6.2,3.6,2.6,4,3.346154,4.315789,5.705882,3.4,66,61,60,21
6,7,4,6,7,6,6,3,5,5,3,6,6,3,6,5,3,2,3,2,5,5,5,5,6,5,5,2,7,6,6,7,7,1,6,6,6,5,3,3,3,2,2,6,3,3,5,3,6,5,6,3,5,6,3,7,6,7,2,4,5,5,3,2,2,4,2,4,5,5,3,2,7,7,2,4,5,5,7,7,7,3,6,3,7,6,6,3,2,5,6,5,3,5,2,2,6,3,3,6,4,5,5,2,5,5,6,5,2,2,2,2,5,5,3,3,5,3,2,5,6,3,2,5,5,5,3,3,3,3,3,3,3,3,2,4,3,3,2,1,3,4,3,2,3,2,3,1,1,2,4,3,3,3,2,2,2,3,1,2,19,19,12,14,62,5,4.166667,5.142857,4.5,2.857143,3.8,3.142857,6.2,4.428571,3.8,4.6,5.8,6,4.730769,3.210526,4.764706,5.466667,57,54,61,38
7,7,6,6,7,7,7,5,7,6,5,7,2,7,7,5,7,3,7,4,6,7,5,3,4,7,7,6,4,6,7,4,4,7,3,6,6,6,6,4,6,6,5,5,7,6,6,5,6,3,7,3,7,2,5,7,6,2,6,2,5,4,6,5,2,3,3,4,7,5,2,3,4,7,4,7,4,6,6,5,7,6,7,2,5,5,5,6,6,5,7,4,1,5,3,1,5,1,2,6,5,3,6,2,5,5,5,4,2,3,5,1,3,5,2,3,3,3,2,5,6,5,2,5,6,4,2,3,6,5,7,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,21,21,18,17,2,4.571429,3.666667,5.142857,3.666667,5,5.2,4.428571,5.6,5.857143,5.6,6,6,6.4,4.307692,4.842105,5.705882,6.133333,64,50,60,42
5,6,7,7,5,6,5,7,7,7,7,4,2,6,7,7,2,6,2,5,7,4,5,7,7,6,5,2,7,4,5,7,5,4,2,4,6,5,6,4,3,2,6,7,4,4,2,6,6,4,6,1,5,5,5,7,7,3,4,2,5,3,5,7,2,6,4,5,4,7,5,2,2,7,3,3,2,4,3,3,5,3,6,3,7,6,7,4,3,4,5,6,4,7,5,2,6,4,5,7,5,5,5,4,5,6,7,5,3,3,2,7,5,7,3,2,3,1,3,4,4,5,4,7,3,7,1,6,7,5,7,5,4,6,4,3,3,3,2,0,4,4,5,5,3,4,1,3,3,2,2,3,4,3,1,1,1,2,2,2,15,16,21,21,68,4.285714,5.333333,5.428571,6,4.714286,2.2,3.714286,4.6,3.714286,4.2,5.2,4.8,5.6,5.230769,3.684211,4.117647,5.2,73,57,81,31
4,4,3,5,5,5,5,4,5,5,3,5,2,3,7,6,3,3,3,5,5,4,5,5,6,7,6,3,4,5,6,6,5,4,2,6,5,3,4,6,3,2,3,6,4,6,3,4,5,2,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,4,5,6,6,2,6,6,5,4,5,6,4,5,5,4,5,3,5,4,2,2,5,2,5,5,2,2,3,2,5,5,4,6,2,1,2,5,6,2,2,5,3,3,2,3,5,2,2,2,5,5,2,2,6,3,4,5,3,6,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,2,14,14,11,14,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,62,42,28
5,3,6,7,7,7,5,NA,6,7,6,3,3,7,7,5,6,6,6,6,2,5,2,3,6,5,3,5,5,4,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,13,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30
7,7,7,7,7,7,7,7,7,7,7,7,2,6,5,6,3,1,2,5,2,6,7,1,7,5,7,4,1,6,6,4,6,1,3,7,5,5,7,6,6,1,1,5,7,5,7,5,2,2,7,3,7,4,7,5,6,3,3,1,5,3,4,6,2,4,4,3,5,6,4,7,3,5,7,3,3,6,3,2,4,6,6,6,3,7,2,3,4,7,3,2,3,1,6,7,7,4,5,5,6,3,7,7,4,7,6,4,7,2,3,7,4,5,4,4,7,3,2,3,7,4,6,3,7,5,5,5,7,3,7,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,21,21,21,0,2.142857,2,4,4.666667,5.428571,4.4,5.428571,3.8,3,5.2,6.2,5.6,6.6,3.192308,5.157895,3.882353,6.133333,102,58,52,42
4,5,6,6,5,4,5,5,6,5,5,4,2,1,6,4,6,3,4,6,7,5,3,6,5,7,5,7,5,3,6,7,5,1,7,5,2,4,3,6,5,5,3,3,4,4,2,5,5,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,2,14,13,17,16,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
5,7,6,7,7,7,6,6,6,7,6,6,5,5,6,5,2,5,6,7,6,3,5,1,5,6,7,3,1,2,7,6,7,1,3,6,5,3,7,7,6,3,3,5,1,5,6,7,7,3,7,2,7,6,3,7,5,4,5,2,6,3,4,5,7,5,6,2,6,5,2,3,3,5,3,3,5,5,3,3,2,2,7,7,3,5,6,4,1,5,1,1,1,3,1,1,6,1,3,7,5,1,4,1,5,6,4,6,1,1,1,5,4,1,1,1,1,5,1,1,7,7,1,5,7,7,1,3,4,1,7,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,20,18,20,3,3.285714,3.166667,4.857143,5,6.285714,3.8,4,5.4,3.714286,4.8,4.6,4,6,4.076923,4.789474,4.529412,4.866667,61,33,44,38
7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,1,7,7,7,4,2,7,6,1,1,7,7,2,6,6,6,7,7,5,7,7,7,7,7,7,7,7,6,6,7,3,7,7,7,1,7,7,7,6,6,3,7,6,7,7,7,1,7,7,1,2,7,6,7,1,1,3,1,7,1,7,5,6,5,1,7,5,6,7,1,7,1,7,7,5,7,7,7,1,7,5,3,1,5,5,5,3,7,6,6,6,5,5,6,2,2,6,6,5,5,5,6,3,3,4,6,2,2,5,6,1,2,3,6,2,6,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,21,21,21,0,2.428571,4.666667,5.285714,3.833333,6.571429,5.8,4.428571,6.2,5.571429,5.6,6.8,5.4,7,4.038462,5.578947,5.764706,6.4,83,75,44,42
6,5,5,7,5,5,5,6,7,6,4,4,3,6,6,6,5,4,4,5,6,4,6,5,5,5,6,4,5,5,3,5,5,2,1,5,4,5,6,6,5,2,5,4,6,5,6,6,5,2,7,5,5,3,5,6,4,5,5,3,5,3,4,6,4,5,6,3,3,2,6,4,5,6,5,4,4,6,5,3,4,6,5,4,1,3,6,2,5,6,3,3,2,5,6,6,2,4,4,6,6,4,7,6,5,6,6,5,5,1,3,6,6,6,3,2,6,2,2,4,6,4,4,5,7,6,2,5,7,4,7,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,16,14,16,19,2,4,3.5,4.428571,5,5.428571,4.8,4.428571,4.6,3.285714,5.4,5.2,4.6,5.2,4.230769,4.894737,4.294118,5,87,53,64,30
7,7,7,7,7,7,7,7,7,7,7,7,6,7,6,2,6,5,6,7,7,6,5,5,5,4,5,3,5,5,1,6,7,2,1,6,6,6,7,6,6,2,4,3,6,6,5,5,4,2,4,3,6,4,6,7,7,1,7,5,5,6,3,5,1,4,7,7,3,5,4,6,6,7,6,4,5,3,3,6,5,5,6,3,5,6,6,0,4,7,6,7,6,7,7,7,7,3,3,7,7,5,7,7,5,7,7,5,7,5,2,7,6,5,3,2,7,3,3,6,7,7,5,7,7,7,1,6,7,4,7,4,3,6,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,2,21,21,21,21,13,4.857143,4.333333,6.285714,3.666667,6.142857,5.2,4.285714,2.6,4.142857,5,6,4.2,5.8,4.846154,5.210526,3.941176,5.333333,103,66,82,42
7,2,4,6,6,5,5,4,5,5,4,1,5,7,7,7,6,6,5,6,7,6,1,6,6,5,5,5,6,5,3,6,6,5,3,7,6,5,6,6,4,1,5,6,7,6,4,7,6,4,7,3,7,2,6,7,6,6,5,5,5,6,5,4,3,4,4,5,6,5,3,4,5,7,6,5,5,6,6,5,6,3,6,3,6,7,7,6,2,7,4,1,5,5,6,5,7,4,6,7,7,7,7,6,7,7,7,6,6,2,6,7,6,7,6,5,7,4,2,5,7,3,3,4,7,7,3,7,7,5,7,7,1,6,1,1,0,1,0,0,1,2,1,3,0,0,0,1,0,2,1,1,1,1,2,2,1,1,0,2,18,8,13,15,23,5.428571,5.166667,5.857143,4.833333,5.142857,4.6,4.428571,5.2,4.142857,5.2,5.8,5.8,7,5.346154,4.736842,4.764706,6.2,98,77,73,26
6,6,7,6,7,7,6,7,7,6,6,6,3,7,7,6,5,6,2,6,6,7,7,3,6,2,6,3,5,7,3,5,6,7,5,5,6,6,6,5,3,5,6,6,6,5,5,5,5,5,7,3,7,5,7,1,5,5,6,3,3,5,7,6,7,5,7,5,5,3,6,5,5,7,7,2,5,7,3,3,7,3,6,5,7,7,5,5,4,6,6,6,5,3,5,6,5,3,7,6,5,6,6,6,7,7,6,7,6,4,7,5,5,7,3,3,5,5,4,5,7,5,7,3,6,6,6,5,7,7,7,5,2,5,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,19,19,20,19,8,4.714286,4.666667,5.285714,5.5,6.142857,4.2,6.285714,3.6,3.714286,4.2,6.2,6.4,6.6,5.038462,5.684211,3.823529,6.4,90,83,72,38
3,4,1,1,4,3,3,1,2,1,1,1,2,2,7,4,6,2,7,1,5,1,1,1,0,4,2,1,7,0,5,1,6,2,7,2,1,7,1,7,1,1,1,7,1,2,1,7,3,5,7,1,7,1,3,7,3,2,1,3,6,2,4,7,6,1,1,3,7,4,2,1,1,7,2,7,1,5,4,1,7,7,7,2,7,7,3,7,3,1,4,6,1,2,1,1,2,1,1,1,2,1,1,1,4,2,4,3,1,1,1,1,3,1,2,1,1,1,1,5,3,1,1,1,1,4,1,1,1,2,4,1,1,4,1,1,0,0,0,0,0,3,4,2,0,0,0,0,1,3,1,1,0,0,0,0,0,1,0,2,10,8,4,3,18,2,3.666667,2.285714,3.666667,1.428571,2.2,3.857143,3.6,5.571429,5.6,4.4,3.8,6,2.846154,2.526316,5,4.733333,23,34,27,18
6,6,6,7,7,5,7,4,4,6,2,5,6,7,7,5,3,2,5,6,6,5,1,5,7,2,5,4,5,6,5,6,7,7,7,6,3,2,6,5,6,5,3,2,3,6,2,4,3,3,6,2,6,4,3,5,2,2,6,3,6,3,3,6,3,4,7,2,6,5,1,6,6,2,3,5,4,6,3,6,6,5,7,1,3,5,6,6,5,6,6,5,5,2,5,2,5,2,2,6,4,1,5,5,1,5,1,3,6,1,2,4,2,2,3,5,3,1,1,1,5,1,1,1,7,1,2,1,6,1,7,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,20,16,12,17,2,5.571429,3.5,4.142857,3.333333,5.428571,3.2,3.428571,3,5,5.4,5.6,6.2,5,4.192308,4.105263,4.529412,5.6,74,44,23,36
1,2,7,7,4,1,2,7,6,7,7,2,7,7,7,7,7,5,4,5,6,6,3,5,3,7,6,6,5,3,4,7,5,1,1,6,4,3,6,5,5,2,2,6,2,5,6,6,3,2,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,5,4,5,4,7,7,7,5,6,1,6,6,3,4,1,5,5,6,5,2,3,3,2,3,5,5,5,5,5,4,5,5,5,5,4,3,4,5,5,4,5,5,5,4,3,3,5,4,3,2,6,5,4,3,5,3,5,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,5,20,21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,71,53,12
5,5,7,7,6,6,7,7,7,7,7,6,3,6,6,2,3,2,7,5,2,2,6,6,6,4,6,2,5,5,6,5,3,2,3,2,5,5,6,3,5,1,2,5,1,3,6,2,4,2,2,3,6,2,5,5,5,6,2,3,5,5,2,3,5,3,3,6,3,3,2,6,4,2,7,7,3,5,5,2,3,5,6,2,2,6,3,6,6,3,5,2,1,2,1,2,3,3,3,3,1,2,2,1,5,1,5,3,1,1,3,6,3,3,2,2,2,2,1,2,3,2,1,1,6,5,4,1,4,2,5,2,2,5,1,1,1,1,2,1,1,2,1,1,1,1,1,0,0,2,2,2,1,1,1,1,0,0,0,1,18,17,21,21,25,3.142857,2.833333,4.142857,2.666667,4.285714,4.4,5.714286,5,4.428571,4.2,3,4.4,3.6,3.230769,4.842105,4.529412,3.666667,40,44,35,35
6,6,6,7,6,6,6,7,7,7,5,5,5,6,6,6,3,6,2,6,6,2,6,5,2,3,6,3,5,3,5,3,5,4,2,3,5,5,5,4,5,3,3,5,2,5,5,4,5,3,6,3,5,5,3,7,5,5,5,5,4,5,5,4,2,5,6,3,3,5,7,6,5,5,6,2,3,4,3,5,5,3,5,3,5,3,5,6,3,5,5,6,2,5,2,3,2,2,3,5,5,5,5,2,6,6,5,5,6,3,5,7,3,4,3,5,3,3,3,5,5,5,3,3,5,5,3,3,6,5,5,5,3,3,2,0,0,0,1,0,2,1,2,1,1,1,0,1,0,0,0,2,2,2,0,0,0,0,0,2,18,17,18,21,18,4.857143,4.5,4.285714,5.333333,5.285714,4.2,4.857143,4.2,3.428571,4,3.6,3.4,4.4,4.730769,4.842105,3.823529,3.8,67,60,61,35
5,6,4,7,7,5,6,7,6,7,7,6,3,4,6,7,3,6,1,1,3,2,3,6,7,7,3,3,5,6,3,2,6,1,3,6,6,3,2,4,3,3,3,6,2,6,5,6,7,3,5,2,7,6,5,3,6,6,5,6,5,5,5,6,6,4,3,5,5,5,2,1,4,6,5,2,4,5,5,2,7,3,6,2,6,6,6,6,1,5,1,2,1,5,6,5,3,2,3,2,1,6,5,3,5,5,3,6,3,1,6,3,5,1,2,2,1,2,1,3,7,3,5,1,7,4,1,1,6,1,5,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,17,17,21,0,3.857143,4.666667,4.571429,5.166667,2.857143,3.6,4.142857,5.6,2.714286,4.2,4.4,6,6,4.538462,3.526316,4,5.466667,65,45,37,35
6,6,6,6,7,6,6,6,6,6,6,6,3,3,7,4,5,6,4,7,3,5,5,2,6,5,6,3,4,6,6,6,6,1,2,6,6,5,6,5,2,2,6,2,6,5,4,2,4,5,7,6,6,2,4,6,5,3,4,6,6,3,3,6,3,2,6,5,4,5,2,2,4,6,6,5,5,6,4,4,5,5,2,5,6,5,2,5,5,4,6,6,1,4,3,3,7,1,6,7,2,5,6,5,7,6,6,6,3,2,4,5,6,4,5,3,4,5,3,4,6,3,3,3,7,3,3,3,6,4,5,5,3,5,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,0,2,19,18,18,18,16,2.714286,5.333333,5,2.333333,5.285714,4,4.285714,4.4,4.285714,5.2,5,5.4,6,3.846154,4.578947,4.588235,5.466667,72,71,55,37
4,3,7,6,5,6,4,6,7,7,7,4,2,5,6,4,3,2,5,7,3,6,6,1,5,5,6,3,2,5,3,4,5,1,1,7,2,3,4,4,3,2,2,6,1,2,2,5,6,2,5,4,2,1,2,6,2,7,2,4,5,3,2,6,3,4,2,5,6,1,2,5,1,5,3,6,1,5,3,6,6,4,6,5,3,3,2,5,3,5,7,1,4,4,5,3,2,3,6,7,6,7,6,5,3,6,6,4,5,2,4,2,4,6,6,3,5,5,1,1,3,2,6,5,6,3,3,5,7,2,7,6,2,3,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,13,13,21,19,6,2.142857,2.166667,2.714286,3.666667,4.428571,3,3.857143,4.8,3.714286,4.4,4.8,5.4,4.4,2.653846,3.842105,4.235294,4.866667,76,62,56,26
6,7,7,7,7,7,7,2,7,7,2,6,5,3,5,7,2,7,6,6,3,2,2,6,6,6,7,2,6,6,7,4,6,3,4,6,6,4,5,6,2,4,5,2,1,2,3,4,4,4,6,5,5,5,5,1,5,2,3,5,5,2,6,3,2,5,6,4,7,4,4,6,5,6,7,5,2,6,2,6,6,4,7,1,6,6,2,3,6,6,3,5,3,4,6,3,6,4,3,6,4,5,7,5,6,7,5,3,5,4,3,6,2,4,1,3,5,3,3,5,6,4,5,6,6,7,1,3,7,5,7,3,5,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,20,20,16,16,28,4.714286,5.166667,3.714286,4.5,4.428571,2.8,4.142857,4.2,4.571429,4.4,3.8,6.2,5.8,4.5,3.894737,4.411765,5.266667,88,48,70,40
5,5,5,6,6,5,5,6,6,6,5,5,5,2,6,4,6,5,1,3,3,5,5,3,6,4,5,6,4,6,3,6,3,2,2,5,4,3,5,6,4,2,4,4,5,5,3,2,6,3,6,3,7,2,3,7,5,6,3,2,5,3,4,3,2,3,2,1,2,5,4,4,5,6,3,2,4,3,3,4,5,7,4,3,5,6,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,16,15,16,18,NA,3.857143,3.833333,4,3.166667,3.285714,3.8,3.142857,4.4,3.142857,6,4,4.4,6,3.730769,3.368421,4.352941,4.8,NA,NA,NA,31
6,5,7,7,5,6,5,7,7,7,7,5,4,6,5,4,6,2,6,6,5,5,6,6,6,6,5,6,2,7,6,7,6,2,3,6,4,3,6,6,6,3,2,3,5,6,6,7,6,2,6,4,6,2,5,6,3,6,5,4,6,4,1,3,4,2,6,2,6,4,2,6,5,0,7,5,5,6,4,6,6,7,5,2,4,6,6,0,4,7,5,5,5,2,6,4,6,5,6,4,6,3,7,6,6,7,6,5,6,1,4,4,5,5,5,3,6,4,1,3,6,2,6,3,7,7,3,3,6,2,6,5,4,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA,0,1,1,0,0,2,16,16,21,21,NA,4.285714,2.666667,4.571429,3.333333,5.142857,5.2,4.428571,5.6,4.428571,6,4.8,6.2,4.8,3.769231,4.894737,5.235294,5.266667,92,70,51,32
